nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned,xcoord3d,ycoord3d
DHALL03402,3945.0,790.0,02,15 Francis,HALL,Hallway 34 Floor 5,Hallway D3402,Team D,3410.0,1780.0
DHALL03502,3955.0,830.0,02,15 Francis,HALL,Hallway 35 Floor 5,Hallway D3502,Team D,3405.0,1810.0
DHALL03602,3965.0,860.0,02,15 Francis,HALL,Hallway 36 Floor 5,Hallway D3602,Team D,3400.0,1830.0
DHALL03702,3970.0,880.0,02,15 Francis,HALL,Hallway 37 Floor 5,Hallway D3702,Team D,3395.0,1845.0
DHALL03802,3980.0,910.0,02,15 Francis,HALL,Hallway 38 Floor 5,Hallway D3802,Team D,3390.0,1870.0
DHALL03902,3910.0,685.0,02,15 Francis,HALL,Hallway 39 Floor 5,Hallway D3902,Team D,3420.0,1745.0
DHALL04002,3875.0,560.0,02,15 Francis,HALL,Hallway 40 Floor 5,Hallway D4002,Team D,3435.0,1670.0
DHALL04102,3870.0,540.0,02,15 Francis,HALL,Hallway 41 Floor 6,Hallway D4102,Team D,3440.0,1660.0
DHALL04202,3865.0,750.0,02,15 Francis,HALL,Hallway 42 Floor 6,Hallway D4202,Team D,3380.0,1740.0
DHALL04302,3860.0,725.0,02,15 Francis,HALL,Hallway 43 Floor 6,Hallway D4302,Team D,3385.0,1720.0
DHALL04402,3775.0,745.0,02,15 Francis,HALL,Hallway 44 Floor 6,Hallway D4402,Team D,3310.0,1705.0
DHALL04502,3825.0,760.0,02,15 Francis,HALL,Hallway 45 Floor 6,Hallway D4502,Team D,3335.0,1735.0
DHALL04602,3745.0,780.0,02,15 Francis,HALL,Hallway 46 Floor 6,Hallway D4602,Team D,3260.0,1720.0
DHALL04702,3655.0,805.0,02,15 Francis,HALL,Hallway 47 Floor 6,Hallway D4702,Team D,3185.0,1715.0
DHALL04802,3645.0,775.0,02,15 Francis,HALL,Hallway 48 Floor 2,Hallway D4802,Team D,3200.0,1680.0
DHALL04902,3630.0,810.0,02,15 Francis,HALL,Hallway 49 Floor 2,Hallway D4902,Team D,3170.0,1710.0
DHALL05002,3575.0,825.0,02,15 Francis,HALL,Hallway 50 Floor 2,Hallway D5002,Team D,3130.0,1700.0
DHALL05102,3555.0,730.0,02,15 Francis,HALL,Hallway 51 Floor 2,Hallway D5102,Team D,3160.0,1595.0
DHALL05202,3525.0,840.0,02,15 Francis,HALL,Hallway 52 Floor 2,Hallway D5202,Team D,3075.0,1695.0
DHALL05302,3490.0,845.0,02,15 Francis,HALL,Hallway 53 Floor 2,Hallway D5302,Team D,3050.0,1685.0
DHALL05402,3450.0,850.0,02,15 Francis,HALL,Hallway 54 Floor 2,Hallway D5402,Team D,3030.0,1685.0
DHALL05502,3440.0,800.0,02,15 Francis,HALL,Hallway 55 Floor 2,Hallway D5502,Team D,3035.0,1685.0
DHALL05602,3480.0,790.0,02,15 Francis,HALL,Hallway 56 Floor 2,Hallway D5602,Team D,3070.0,1660.0
DHALL05702,3510.0,790.0,02,15 Francis,HALL,Hallway 57 Floor 2,Hallway D5702,Team D,3090.0,1660.0
DHALL05802,3420.0,850.0,02,15 Francis,HALL,Hallway 58 Floor 2,Hallway D5802,Team D,3005.0,1680.0
PHALL00102,4300.0,630.0,02,45 Francis,HALL,Kiosk,HALL,Team P,3700.0,1765.0
ESTAI00101,2190.0,910.0,01,45 Francis,STAI,Staircase K1 Floor 1,Stair K1,Team E,2080.0,1390.0
EHALL00301,2240.0,910.0,01,45 Francis,HALL,Hallway Node 1 Floor 1,Hall 01,Team E,2120.0,1410.0
EHALL00401,2275.0,910.0,01,45 Francis,HALL,Hallway Node 2 Floor 1,HallE02,Team E,2150.0,1420.0
ESTAI00201,2275.0,830.0,01,45 Francis,STAI,Staircase J1 Floor 1,Stair J1,Team E,2175.0,1375.0
EEXIT00101,2275.0,785.0,01,45 Francis,EXIT,Ambulance Parking Exit Floor 1,AmbExit 1,Team E,2195.0,1355.0
EHALL00501,2290.0,910.0,01,45 Francis,HALL,Hallway Node 3 Floor 1,HallE03,Team E,2155.0,1425.0
EHALL00601,2385.0,910.0,01,45 Francis,HALL,Hallway Node 4 Floor 1,HallE04,Team E,2225.0,1450.0
EHALL00701,2385.0,860.0,01,45 Francis,HALL,Hallway Node 5 Floor 1,HallE05,Team E,2245.0,1425.0
EDEPT00101,2335.0,860.0,01,45 Francis,DEPT,Waiting Room 1 Floor 1,Wait 1,Team E,2205.0,1410.0
EHALL00801,2460.0,910.0,01,45 Francis,HALL,Hallway Node 6 Floor 1,HallE06,Team E,2285.0,1470.0
EINFO00101,2460.0,850.0,01,45 Francis,INFO,Connors Center Security Desk Floor 1,Security 1,Team E,2305.0,1440.0
EHALL00901,2585.0,910.0,01,45 Francis,HALL,Hallway Node 7 Floor 1,HallE07,Team E,2375.0,1505.0
EHALL01001,2585.0,890.0,01,45 Francis,HALL,Hallway Node 8 Floor 1,HallE08,Team E,2380.0,1495.0
EHALL01101,2610.0,910.0,01,45 Francis,HALL,Hallway Node 9 Floor 1,HallE09,Team E,2390.0,1515.0
EHALL01201,2610.0,955.0,01,45 Francis,HALL,Hallway Node 10 Floor 1,HallE10,Team E,2375.0,1535.0
EHALL01301,2660.0,955.0,01,45 Francis,HALL,Hallway Node 11 Floor 1,HallE11,Team E,2410.0,1548.0
EHALL01401,2660.0,980.0,01,45 Francis,HALL,Hallway Node 12 Floor 1,HallE12,Team E,2400.0,1560.0
EHALL01501,2675.0,910.0,01,45 Francis,HALL,Hallway Node 13 Floor 1,HallE13,Team E,2435.0,1530.0
EHALL01601,2910.0,910.0,01,45 Francis,HALL,Hallway Node 14 Floor 1,HallE14,Team E,2605.0,1590.0
EHALL01701,2910.0,890.0,01,45 Francis,HALL,Hallway Node 15 Floor 1,HallE15,Team E,2610.0,1585.0
EHALL01801,2925.0,910.0,01,45 Francis,HALL,Hallway Node 16 Floor 1,HallE16,Team E,2620.0,1595.0
EHALL01901,2960.0,900.0,01,45 Francis,HALL,Hallway Node 17 Floor 1,HallE17,Team E,2645.0,1600.0
EHALL02001,2950.0,745.0,01,45 Francis,HALL,Hallway Node 18 Floor 1,HallE18,Team E,2700.0,1515.0
EREST00101,2950.0,730.0,01,45 Francis,REST,Restroom G1 Floor 1,Restroom G1,Team E,2700.0,1505.0
EEXIT00201,2950.0,705.0,01,45 Francis,EXIT,Exit 2 Floor 1,Exit 2,Team E,2710.0,1495.0
ELABS00101,3050.0,730.0,01,45 Francis,LABS,Asthma Research Floor 1,Asthma 1,Team E,2780.0,1535.0
EDEPT00201,3100.0,890.0,01,45 Francis,DEPT,Wound and Ambulatory 1,WCCAT 1,Team E,2755.0,1630.0
EDEPT00301,3200.0,880.0,01,45 Francis,DEPT,Ocupational Health Floor 1,Ocupational 1,Team E,2835.0,1655.0
EHALL02101,3230.0,880.0,01,45 Francis,HALL,Hallway Node 19 Floor 1,HallE19,Team E,2850.0,1665.0
EHALL02201,3270.0,875.0,01,45 Francis,HALL,Hallway Node 20 Floor 1,HallE20,Team E,2880.0,1675.0
EHALL02301,3325.0,870.0,01,45 Francis,HALL,Hallway Node 21 Floor 1,HallE21,Team E,2925.0,1680.0
EHALL02401,2770.0,980.0,01,45 Francis,HALL,Hallway Node 22 Floor 1,HallE22,Team E,2475.0,1585.0
EHALL02501,2925.0,980.0,01,45 Francis,HALL,Hallway Node 23 Floor 1,HallE23,Team E,2600.0,1630.0
EREST00201,2985.0,980.0,01,45 Francis,REST,Restroom F1 Floor 1,Restroom F1,Team E,2640.0,1650.0
EHALL02601,3085.0,980.0,01,45 Francis,HALL,Hallway Node 24 Floor 1,HallE24,Team E,2715.0,1675.0
EHALL02701,3085.0,1000.0,01,45 Francis,HALL,Hallway Node 25 Floor 1,HallE25,Team E,2705.0,1685.0
EHALL02801,2925.0,1050.0,01,45 Francis,HALL,Hallway Node 26 Floor 1,HallE26,Team E,2555.0,1685.0
EHALL02901,2770.0,1070.0,01,45 Francis,HALL,Hallway Node 27 Floor 1,HallE27,Team E,2450.0,1640.0
EHALL03001,2790.0,1070.0,01,45 Francis,HALL,Hallway Node 28 Floor 1,HallE28,Team E,2465.0,1645.0
ESTAI00301,2790.0,1155.0,01,45 Francis,STAI,Staircase H1 Floor 1,Stair H1,Team E,2440.0,1690.0
EREST00301,2790.0,1190.0,01,45 Francis,REST,Restroom H1 Floor 1,Restroom H1,Team E,2420.0,1710.0
ELABS00201,2790.0,1290.0,01,45 Francis,LABS,Ambulatory X-Ray Floor 1,X-Ray 1,Team E,2385.0,1760.0
EDEPT00401,2790.0,1380.0,01,45 Francis,DEPT,Rehabilitation Services Floor 1,Rehab 1,Team E,2350.0,1810.0
EHALL03101,2790.0,1460.0,01,45 Francis,HALL,Hallway Node 29 Floor 1,HallE29,Team E,2320.0,1850.0
EHALL03201,2670.0,1380.0,01,45 Francis,HALL,Hallway Node 30 Floor 1,HallE30,Team E,2265.0,1780.0
EHALL03301,2605.0,1380.0,01,45 Francis,HALL,Hallway Node 31 Floor 1,HallE31,Team E,2215.0,1765.0
ESTAI00401,2605.0,1340.0,01,45 Francis,STAI,Staircase H2 Floor 1,Stair H2,Team E,2235.0,1735.0
EHALL03401,2835.0,1460.0,01,45 Francis,HALL,Hallway Node 32 Floor 1,HallE32,Team E,2355.0,1865.0
EHALL03501,2760.0,1460.0,01,45 Francis,HALL,Hallway Node 33 Floor 1,HallE33,Team E,2300.0,1845.0
EHALL03601,2760.0,1405.0,01,45 Francis,HALL,Hallway Node 34 Floor 1,HallE34,Team E,2320.0,1820.0
FHALL00101,2055.0,910.0,01,Tower,HALL,Lower Pike Hallway Exit Lobby,Hallway F00101,Team F,1970.0,1352.0
FHALL00201,2026.0,910.0,01,Tower,HALL,Lobby Shattuck Street,Hallway F00201,Team F,1961.0,1352.0
FSTAI00101,2026.0,892.0,01,Tower,STAI,Lobby Shattuck Street Stairs,Stairway F00101,Team F,1972.0,1342.0
FHALL00301,2017.0,910.0,01,Tower,HALL,Shattuck Street Lobby 1,Hallway F00301,Team F,1955.0,1347.0
FEXIT00101,2017.0,799.0,01,Tower,EXIT,Shattuck Street Lobby Exit,Shattuck St. Exit,Team F,1999.0,1284.0
FHALL00401,1973.0,910.0,01,Tower,HALL,Shattuck Street Lobby 2,Hallway F00401,Team F,1928.0,1337.0
FRETL00101,1973.0,844.0,01,Tower,RETL,Lobby Vending Machine,VM Lobby,Team F,1947.0,1300.0
FHALL00501,1950.0,910.0,01,Tower,HALL,Shattuck Street Lobby 3,Hallway F00501,Team F,1913.0,1330.0
FSERV00101,1950.0,871.0,01,Tower,SERV,Shattuck Street Lobby ATM,Lobby ATM,Team F,1926.0,1304.0
FHALL00601,1869.0,930.0,01,Tower,HALL,Tower Lobby Entrance 1,Tower Entrance,Team F,1847.0,1311.0
FHALL00701,1758.0,930.0,01,Tower,HALL,Tower Elevator Entrance,Hallway F00701,Team F,1766.0,1283.0
FHALL00801,1758.0,850.0,01,Tower,HALL,Tower Hallway 1,Hallway F00801,Team F,1790.0,1242.0
FHALL01301,1627.0,825.0,01,Tower,HALL,Tower Hallway 5,Hallway F01301,Team F,1710.0,1194.0
FHALL00901,1627.0,850.0,01,Tower,HALL,Tower Hallway 2,Hallway F00901,Team F,1700.0,1208.0
FHALL01001,1627.0,802.0,01,Tower,HALL,Tower Hallway 3,Hallway F01001,Team F,1720.0,1181.0
FSTAI00201,1673.0,802.0,01,Tower,STAI,Tower Stairway 1,Tower Stairs 1,Team F,1749.0,1194.0
FHALL01101,1627.0,930.0,01,Tower,HALL,Tower Hallway 4,Hallway F01101,Team F,1676.0,1247.0
FHALL01201,1548.0,930.0,01,Tower,HALL,Tower Staff Entrance,Hallway F01201,Team F,1617.0,1226.0
FDEPT00101,1617.0,825.0,01,Tower,DEPT,Center for International Medicine,CIM,Team F,1699.0,1193.0
FSERV00401,1721.0,970.0,01,Tower,DEPT,Spiritual Care Office,SCO,Team F,1718.0,1306.0
FHALL01401,1627.0,1029.0,01,Tower,HALL,Tower Hallway 6,Hallway F01401,Team F,1635.0,1303.0
FSERV00201,1605.0,1029.0,01,Tower,SERV,Tower Medical Cashier,Tower Cashier,Team F,1617.0,1298.0
FHALL01501,1627.0,1060.0,01,Tower,HALL,Tower Hallway 7,Hallway F01501,Team F,1619.0,1325.0
FHALL01601,1758.0,1060.0,01,Tower,HALL,Tower Hallway 8,Hallway F01601,Team F,1718.0,1361.0
FHALL01701,1721.0,956.0,01,Tower,HALL,Tower Hallway 9,Hallway F01701,Team F,1728.0,1295.0
FDEPT00301,1721.0,931.0,01,Tower,DEPT,Multifaith Chapel,Chapel,Team F,1735.0,1280.0
FHALL01801,1758.0,956.0,01,Tower,HALL,Tower Hallway 10,Hallway F01801,Team F,1754.0,1301.0
FHALL01901,1758.0,1120.0,01,Tower,HALL,Tower Hallway 11,Hallway F01901,Team F,1697.0,1388.0
FHALL02001,1700.0,1120.0,01,Tower,HALL,Tower Hallway 12,Hallway F02001,Team F,1652.0,1375.0
FDEPT00201,1610.0,1120.0,01,Tower,DEPT,Bretholtz Center for Patients and Families,Bretholtz WR,Team F,1587.0,1343.0
FSERV00301,1700.0,1158.0,01,Tower,SERV,Kessler Library,Kessler Library,Team F,1641.0,1396.0
FHALL02101,1769.0,1146.0,01,Tower,HALL,Tower Hallway Entrance,Tower Entrance 2,Team F,1694.0,1411.0
FDEPT00401,1794.0,1146.0,01,Tower,DEPT,Sharf Admitting Center,Sharf Center,Team F,1712.0,1418.0
FHALL02201,1769.0,1280.0,01,Tower,HALL,Hallway Lobby Entrance,Entrance Hallway,Team F,1658.0,1471.0
FLABS00101,1845.0,1250.0,01,Tower,LABS,Obstetrics Admitting,Obs Admitting,Team F,1719.0,1483.0
FHALL02301,1845.0,1280.0,01,Tower,HALL,Lobby Hallway 1,Hallway F02301,Team F,1708.0,1502.0
FHALL02401,1965.0,1280.0,01,Tower,HALL,Lobby Hallway 2,Hallway F02401,Team F,1787.0,1525.0
FHALL02501,1965.0,1239.0,01,Tower,HALL,Lobby Hallway 3,Hallway F02501,Team F,1799.0,1503.0
FSTAI00301,1947.0,1239.0,01,Tower,STAI,Lobby Escalator,Lobby Escalator,Team F,1785.0,1497.0
FHALL02601,2026.0,1239.0,01,Tower,HALL,Lobby Hallway 4,Hallway F02601,Team F,1847.0,1527.0
FHALL02701,2066.0,1239.0,01,Tower,HALL,Lobby Hallway 7,Hallway F02701,Team F,1874.0,1538.0
FDEPT00501,2128.0,1300.0,01,Tower,DEPT,Emergency Department,Emergency,Team F,1906.0,1610.0
FHALL02801,1748.0,1280.0,01,Tower,HALL,Lobby Entrance Hallway,HallwayF02801,Team F,1630.0,1463.0
FEXIT00201,1748.0,1321.0,01,Tower,EXIT,75 Francis Valet Drop-off,75 Francis Exit,Team F,1615.0,1496.0
FHALL02901,1700.0,1280.0,01,Tower,HALL,75 Lobby,75 Lobby,Team F,1594.0,1456.0
FINFO00101,1700.0,1226.0,01,Tower,INFO,75 Lobby Information Desk,Lobby Info Desk,Team F,1619.0,1432.0
FSERV00501,1645.0,1280.0,01,Tower,SERV,75 Lobby Valet Cashier,Valet Cashier,Team F,1548.0,1441.0
FHALL03001,1645.0,1246.0,01,Tower,HALL,Lobby Hallway 5,Hallway F02701,Team F,1564.0,1424.0
FRETL00201,1609.0,1246.0,01,Tower,RETL,Au Bon Pain,ABP,Team F,1546.0,1416.0
FHALL03101,2026.0,976.0,01,Tower,HALL,Lobby Hallway 6,Hallway F02801,Team F,1944.0,1385.0
FREST00101,2091.0,976.0,01,Tower,REST,Bathroom 75 Lobby,Bathroom Lobby,Team F,1976.0,1399.0
FEXIT00301,2099.0,1357.0,01,Tower,EXIT,Emergency Department Entrance,Emergency Entrance,Team F,1873.0,1633.0
FHALL03201,1758.0,1029.0,01,Tower,HALL,Tower Hallway 13,Hallway F03201,Team F,1717.0,1357.0
FDEPT00601,1780.0,1029.0,01,Tower,DEPT,International Patient Center,IPC,Team F,1745.0,1344.0
FHALL03301,2066.0,1282.0,01,Tower,HALL,Emergency Hallway,Hallway F03301,Team F,1849.0,1551.0
GCONF02001,1493.0,2117.0,01,Shapiro,CONF,Shapiro Board Room MapNode 20 Floor 1,Shapiro Board Room,Team G,1140.0,1859.0
GDEPT01901,1566.0,2139.0,01,Shapiro,DEPT,Zinner Breakout Room MapNode 19 Floor 1,Zinner Breakout Room,Team G,1183.0,1892.0
GELEV00N01,1647.0,1930.0,01,Shapiro,ELEV,Elevator N MapNode 26 Floor 1,Hall,Team G,1319.0,1798.0
GELEV00Q01,1648.0,2161.0,01,Shapiro,ELEV,Elevator Q MapNode 18 Floor 1,Elevator Q Floor 1,Team G,1234.0,1925.0
GEXIT00101,1751.0,1825.0,01,Shapiro,EXIT,Francis Street Exit MapNode 1 Floor 1,Francis Street Exit Floor 1,Team G,1435.0,1774.0
GHALL00201,1722.0,1832.0,01,Shapiro,HALL,Hallway MapNode 2 Floor 1,Hall,Team G,1414.0,1768.0
GHALL00301,1705.0,1831.0,01,Shapiro,HALL,Hallway MapNode 3 Floor 1,Hall,Team G,1394.0,1760.0
GHALL00601,1707.0,2015.0,01,Shapiro,HALL,Hallway MapNode 6 Floor 1,Hall,Team G,1330.0,1863.0
GHALL00701,1708.0,2092.0,01,Shapiro,HALL,Hallway MapNode 7 Floor 1,Hall,Team G,1305.0,1903.0
GHALL00801,1707.0,2152.0,01,Shapiro,HALL,Hallway MapNode 8 Floor 1,Hall,Team G,1278.0,1944.0
GHALL00901,1707.0,2164.0,01,Shapiro,HALL,Hallway MapNode 9 Floor 1,Hall,Team G,1274.0,1949.0
GHALL01001,1673.0,2165.0,01,Shapiro,HALL,Hallway MapNode 10 Floor 1,Hall,Team G,1251.0,1933.0
GHALL01401,1749.0,2151.0,01,Shapiro,HALL,Hallway MapNode 14 Floor 1,Hall,Team G,1313.0,1947.0
GHALL01501,1749.0,2224.0,01,Shapiro,HALL,Hallway MapNode 15 Floor 1,Hall,Team G,1291.0,1986.0
GHALL01601,1689.0,2225.0,01,Shapiro,HALL,Hallway MapNode 16 Floor 1,Hall,Team G,1241.0,1969.0
GHALL01701,1605.0,2093.0,01,Shapiro,HALL,Hallway MapNode 17 Floor 1,Hall,Team G,1237.0,1876.0
GHALL02101,1600.0,1830.0,01,Shapiro,HALL,Hallway MapNode 21 Floor 1,Hall,Team G,1324.0,1730.0
GHALL02201,1601.0,1866.0,01,Shapiro,HALL,Hallway MapNode 22 Floor 1,Hall,Team G,1307.0,1755.0
GHALL02401,1602.0,1928.0,01,Shapiro,HALL,Hallway MapNode 24 Floor 1,Hall,Team G,1288.0,1786.0
GHALL02801,1270.0,1830.0,01,Shapiro,HALL,Hallway MapNode 28 Floor 1,Hall,Team G,1087.0,1647.0
GHALL02901,1262.0,1850.0,01,Shapiro,HALL,Hallway MapNode 29 Floor 1,Hall,Team G,1069.0,1652.0
GHALL03001,1256.0,1858.0,01,Shapiro,HALL,Hallway MapNode 30 Floor 1,Hall,Team G,1060.0,1657.0
GHALL03101,1227.0,1859.0,01,Shapiro,HALL,Hallway MapNode 31 Floor 1,Hall,Team G,1041.0,1649.0
GHALL03301,1255.0,1872.0,01,Shapiro,HALL,Hallway MapNode 33 Floor 1,Hall,Team G,1056.0,1664.0
GHALL03401,1284.0,1872.0,01,Shapiro,HALL,Hallway MapNode 34 Floor 1,Hall,Team G,1075.0,1672.0
GREST01201,1671.0,2015.0,01,Shapiro,REST,Bathroom MapNode 12 Floor 1,Restroom Shapiro Floor 1,Team G,1309.0,1855.0
GRETL03501,1284.0,1884.0,01,Shapiro,REST,Random Room MapNode 35 Floor 1,Secret Room Floor 1,Team G,1072.0,1678.0
GSERV02301,1600.0,1895.0,01,Shapiro,SERV,ATM MapNode 23 Floor 1,ATM Floor 1,Team G,1293.0,1777.0
GSTAI00501,1707.0,1992.0,01,Shapiro,STAI,Stairway MapNode 5 Floor 1,Northbound Stairs Floor 2,Team G,1337.0,1849.0
GSTAI01301,1750.0,2014.0,01,Shapiro,STAI,Staircase MapNode 13 Floor 1,Southbound Stairs Floor 1,Team G,1361.0,1877.0
GDEPT00702,1341.0,1778.0,02,Shapiro,DEPT,Waiting room? Node 7 Floor 2,Waiting Area Shapiro Floor 2,Team G,1174.0,1614.0
GDEPT02402,1578.0,1932.0,02,Shapiro,DEPT,Watkins A Node 24 Floor 2 Floor 2,Watkins A,Team G,1286.0,1749.0
GDEPT03502,1580.0,2166.0,02,Shapiro,DEPT,Watkins B Node 35 Floor 2,Watkins B,Team G,1173.0,1915.0
GELEV00N02,1630.0,1931.0,02,Shapiro,ELEV,Elevator N Node 25 Floor 2,Elevator N Floor 1,Team G,1314.0,1762.0
GELEV00Q02,1628.0,2102.0,02,Shapiro,ELEV,Elevator Q Node 31a Floor 2,Elevator Q Floor 2,Team G,1225.0,1899.0
GHALL00102,1170.0,1780.0,02,Shapiro,HALL,Hall Node 1 Floor 2,Hall,Team G,1082.0,1579.0
GHALL00202,1168.0,1820.0,02,Shapiro,HALL,Hall Node 2 Floor 2,Hall,Team G,1069.0,1598.0
GHALL00302,1231.0,1781.0,02,Shapiro,HALL,Hall Node 3 Floor 2,Hall,Team G,1107.0,1589.0
GHALL00402,1230.0,1820.0,02,Shapiro,HALL,Hall Node 4 Floor 2,Hall,Team G,1095.0,1608.0
GHALL00502,1283.0,1781.0,02,Shapiro,HALL,Hall Node 5 Floor 2,Hall,Team G,1140.0,1601.0
GHALL01002,1340.0,1820.0,02,Shapiro,HALL,Hall Node 10 Floor 2,Hall,Team G,1163.0,1634.0
GHALL01102,1396.0,1781.0,02,Shapiro,HALL,Hall Node 11 Floor 2,Hall,Team G,1207.0,1626.0
GHALL01202,1395.0,1820.0,02,Shapiro,HALL,Hall Node 12 Floor 2,Hall,Team G,1196.0,1645.0
GHALL01302,1450.0,1781.0,02,Shapiro,HALL,Hall Node 13 Floor 2,Hall,Team G,1236.0,1637.0
GHALL01402,1450.0,1820.0,02,Shapiro,HALL,Hall Node 14 Floor 2,Hall,Team G,1226.0,1658.0
GHALL01502,1502.0,1781.0,02,Shapiro,HALL,Hall Node 15 Floor 2,Hall,Team G,1270.0,1650.0
GHALL01602,1502.0,1820.0,02,Shapiro,HALL,Hall Node 16 Floor 2,Hall,Team G,1258.0,1669.0
GHALL01702,1578.0,1820.0,02,Shapiro,HALL,Hall Node 17 (Exit?) Floor 2,Hall,Team G,1322.0,1695.0
GHALL01802,1630.0,1801.0,02,Shapiro,HALL,Hall Node 18 Floor 2,Hall,Team G,1360.0,1692.0
GHALL02002,1684.0,1801.0,02,Shapiro,HALL,Hall Node 20 Floor 2,Hall,Team G,1407.0,1711.0
GHALL02102,1683.0,1821.0,02,Shapiro,HALL,Hall Node 21 Floor 2,Hall,Team G,1400.0,1726.0
GHALL02202,1720.0,1801.0,02,Shapiro,HALL,Hall Node 22 Floor 2,Hall,Team G,1433.0,1723.0
GHALL02302,1726.0,1835.0,02,Shapiro,HALL,Hall Node 23 Floor 2,Hall,Team G,1420.0,1752.0
GHALL02702,1726.0,1930.0,02,Shapiro,HALL,Hall Node 27 Floor 2,Hall,Team G,1389.0,1795.0
GHALL02902,1728.0,2042.0,02,Shapiro,HALL,Hall Node 29 Floor 2,Hall,Team G,1340.0,1865.0
GHALL03002,1580.0,2090.0,02,Shapiro,HALL,Hall Node 30 Floor 2,Hall,Team G,1200.0,1879.0
GHALL03202,1684.0,2091.0,02,Shapiro,HALL,Hall Node 32 Floor 2,Hall,Team G,1275.0,1909.0
GHALL03302,1692.0,2124.0,02,Shapiro,HALL,Hall Node 33 Floor 2,Hall,Team G,1267.0,1931.0
GHALL03402,1724.0,2123.0,02,Shapiro,HALL,Hall Node 34 Floor 2,Hall,Team G,1291.0,1940.0
GHALL03602,1580.0,2208.0,02,Shapiro,HALL,Hall Node 36 Floor 2,Hall,Team G,1162.0,1930.0
GHALL03702,1692.0,2211.0,02,Shapiro,HALL,Hall Node 37 Floor 2,Hall,Team G,1253.0,1955.0
GHALL03802,1726.0,2210.0,02,Shapiro,HALL,Hall Node 38 Floor 2,Hall,Team G,1281.0,1967.0
GINFO01902,1630.0,1821.0,02,Shapiro,INFO,Info Node 19 Floor 2,Information Center Shapiro Floor 2,Team G,1350.0,1708.0
GREST00602,1284.0,1821.0,02,Shapiro,REST,Restroom Node 6 Floor 2,Restroom 1 Shapiro Floor 2,Team G,1133.0,1624.0
GREST03102,1628.0,2092.0,02,Shapiro,REST,Restroom Node 31 Floor 2,Handicap Accessible Restrooms Shapiro Floor 2,Team G,1233.0,1889.0
GSTAI02602,1686.0,1931.0,02,Shapiro,STAI,Stairs Node 26 Floor 2,Floor 2 Stairs Upper,Team G,1362.0,1785.0
GSTAI02802,1685.0,2041.0,02,Shapiro,STAI,Stairs Node 28 Floor 2,Floor 2 Stairs Lower,Team G,1317.0,1852.0
GDEPT00403,1580.0,2142.0,03,Shapiro,DEPT,Brigham Circle Medical Associates Node 4 Floor 3,Brigham Circle Medical Associates,Team G,1199.0,1852.0
GDEPT01403,1580.0,1904.0,03,Shapiro,DEPT,Watkins Clinic C Node 14 Floor 3,Watkins Clinic C,Team G,1276.0,1728.0
GELEV00N03,1628.0,1904.0,03,Shapiro,ELEV,Elevator N Node 15 Floor 3,Elevator N Floor 3,Team G,1316.0,1738.0
GELEV00Q03,1628.0,2142.0,03,Shapiro,ELEV,Elevator Q Node 5 Floor 3,Elevator Q Floor 3,Team G,1232.0,1865.0
GHALL00103,1562.0,2230.0,03,Shapiro,HALL,Hallway Node 1 Floor 3,Hall,Team G,1173.0,1879.0
GHALL00203,1580.0,2230.0,03,Shapiro,HALL,Hallway Node 2 Floor 3,Hall,Team G,1181.0,1883.0
GHALL00303,1580.0,2180.0,03,Shapiro,HALL,Hallway Node 3 Floor 3,Hall,Team G,1190.0,1866.0
GHALL00603,1685.0,2142.0,03,Shapiro,HALL,Hallway Node 6 Floor 3,Hall,Team G,1271.0,1882.0
GHALL00703,1685.0,2230.0,03,Shapiro,HALL,Hallway Node 7 Floor 3,Hall,Team G,1251.0,1914.0
GHALL00803,1685.0,2106.0,03,Shapiro,HALL,Hallway Node 8 Floor 3,Hall,Team G,1284.0,1863.0
GHALL01003,1580.0,2070.0,03,Shapiro,HALL,Hallway Node 10 Floor 3,Hall,Team G,1217.0,1823.0
GHALL01103,1628.0,2070.0,03,Shapiro,HALL,Hallway Node 11 Floor 3,Hall,Team G,1253.0,1836.0
GHALL01303,1580.0,2006.0,03,Shapiro,HALL,Hallway Node 13 Floor 3,Hall,Team G,1241.0,1787.0
GREST01203,1628.0,2052.0,03,Shapiro,REST,Restroom Node 12 Floor 3,Restroom Shapiro Floor 3,Team G,1261.0,1824.0
GSERV01603,1580.0,1858.0,03,Shapiro,SERV,The Porch Node 16 Floor 3,The Porch,Team G,1289.0,1712.0
GSTAI00903,1685.0,2052.0,03,Shapiro,STAI,Staircase Node 9 Floor 3,"Floor 3 Stairs ",Team G,1295.0,1845.0
GELEV00QL1,1637.0,2116.0,L1,Shapiro,ELEV,Elevator Q MapNode 7 Floor L1,Elevator Q L1,Team G,1255.0,1934.0
GEXIT001L1,1702.0,2260.0,L1,Shapiro,EXIT,Fenwood Road Exit MapNode 1 Floor L1,Fenwood Road EntranceExit L1,Team G,1277.0,1990.0
GHALL002L1,1702.0,2167.0,L1,Shapiro,HALL,Hallway MapNode 2 Floor L1,Hall,Team G,1294.0,1981.0
GHALL003L1,1688.0,2167.0,L1,Shapiro,HALL,Hallway MapNode 3 Floor L1,Hall,Team G,1280.0,1970.0
GHALL004L1,1666.0,2167.0,L1,Shapiro,HALL,Hallway MapNode 4 Floor L1,Hall,Team G,1262.0,1967.0
